compound_name,class_label,class_name,MaxAbsEStateIndex,MaxEStateIndex,MinAbsEStateIndex,MinEStateIndex,qed,SPS,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,AvgIpc,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,TPSA,EState_VSA1,EState_VSA10,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAmideBonds,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumAtomStereoCenters,NumBridgeheadAtoms,NumHAcceptors,NumHDonors,NumHeteroatoms,NumHeterocycles,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,NumUnspecifiedAtomStereoCenters,Phi,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_NH0,fr_NH1,fr_NH2,fr_Ndealkylation2,fr_Nhpyrrole,fr_aldehyde,fr_allylic_oxid,fr_amide,fr_aniline,fr_aryl_methyl,fr_benzene,fr_bicyclic,fr_ester,fr_ether,fr_halogen,fr_imide,fr_ketone,fr_ketone_Topliss,fr_methoxy,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_piperdine,fr_piperzine,fr_pyridine,fr_unbrch_alkane,fr_urea
SB-366791,0,Capsaicinoid,11.78754501903642,11.78754501903642,0.20073790627362054,-0.20073790627362054,0.8632787589195691,10.5,287.746,273.63399999999996,287.07130636799997,102.0,0.24788224413152682,-0.49668773089183943,0.49668773089183943,0.24788224413152682,1.2,1.95,2.65,35.495691341767404,10.182218146336488,1.990127269952516,-2.0413091855667687,2.1645764556456557,-2.07090923176451,6.301271365514457,-0.11139221656144621,2.4670147218027303,1.992309965980282,620.628928349822,14.372032720186704,10.967963745833213,11.723892691851669,9.66903509559602,6.058896830047137,6.436861303056364,4.106091190929997,4.5425269714019825,2.634438789267473,2.886415104606958,1.6305549819157221,1.7565431395854647,-2.2599999999999993,37143.37365146191,14.155504419859927,6.77587708285817,4.1402462022432305,122.38685849100354,10.05365155780638,5.749511833283905,0.0,5.907179729351506,0.0,0.0,4.794537184071822,0.0,0.0,0.0,29.800041095617345,35.90493987237732,22.85240676372038,7.109797541277533,9.53140013787187,29.271526001101464,0.0,0.0,0.0,12.426586145283864,65.19304145996509,5.749511833283905,10.05365155780638,5.687386274683562,5.749511833283905,11.600939890232516,13.016977270629038,4.794537184071822,0.0,5.563451491696996,54.60695665452676,5.022633313741326,6.076020106833881,38.33,0.0,4.794537184071822,5.907179729351506,16.459531421708792,5.563451491696996,6.076020106833881,37.451285921957854,24.26546827384644,5.316788604006331,16.337802844032566,5.095089672084933,5.795023421345478,11.78754501903642,3.435883287702487,1.6021281074158062,0.4978554631729236,14.443300277448834,3.2029252488032247,0.0,1.584693947434332,0.0625,20.0,1.0,3.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,2.0,1.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,4.795797899741321,2.0,4.000500000000002,82.10970000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AMG 9810,0,Capsaicinoid,12.110071334089191,12.110071334089191,0.12286985587710886,-0.18372618260267015,0.844203965762647,13.72,337.4190000000001,314.23500000000007,337.16779359599997,130.0,0.2478822783229757,-0.4861448570535976,0.4861448570535976,0.2478822783229757,1.0,1.68,2.36,16.56262189871431,9.865451621922219,2.1301454307813494,-2.185535198378543,2.3211113081938906,-2.155311373667273,6.016278511819261,-0.1113949366705899,2.5933823253290154,1.6294998417041002,785.778727922111,17.863596551749424,14.83511085647132,14.83511085647132,11.914834803611855,8.409807384166884,8.409807384166884,7.053030238545768,7.053030238545768,4.013580266767642,4.013580266767642,2.5711806033255344,2.5711806033255344,-2.7499999999999996,433125.96891784953,17.085370390052077,7.012788592123132,4.411303875914709,148.01601691208256,14.790514511606428,13.213763929025836,11.49902366656781,5.907179729351506,0.0,0.0,4.794537184071822,0.0,0.0,0.0,45.03667987291831,34.75064769654787,17.829773449979054,0.0,14.268263091671919,17.67058611086895,0.0,0.0,26.18620206846865,18.530552533032168,59.66749256945914,11.49902366656781,14.790514511606428,5.687386274683562,11.49902366656781,0.0,19.120943658377342,10.209527653468601,0.0,31.898114582465862,48.54058958606515,0.0,6.076020106833881,47.56,0.0,4.794537184071822,11.322170198748285,30.40017387027721,5.563451491696996,11.639471598530877,24.27512131221871,12.13273413692322,38.22073434000143,9.473725907600098,10.989746061270544,0.0,12.110071334089191,2.836630369740489,3.065170371697474,1.181577322208688,13.619494580885828,3.3360037950365333,7.611306165071255,0.0,0.2857142857142857,25.0,1.0,4.0,0.0,1.0,1.0,1.0,2.0,0.0,2.0,0.0,0.0,3.0,1.0,4.0,1.0,3.0,0.0,0.0,0.0,0.0,4.792643622542222,3.0,4.407200000000004,100.23770000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BCTC,0,Capsaicinoid,12.514060317285349,12.514060317285349,0.06918845007138619,-0.06918845007138619,0.8501559079566534,15.076923076923077,372.9000000000001,347.70000000000005,372.17168910000004,138.0,0.32146335732271764,-0.3518323067662999,0.3518323067662999,0.32146335732271764,1.0769230769230769,1.7307692307692308,2.3076923076923075,35.49569194217613,9.869771983610434,2.2288306864240646,-2.3522115184536885,2.246550794965777,-2.49954085763811,6.324557869730863,0.20780765171034493,2.6185598665028507,1.5622949151512604,762.125803390411,18.7338400397525,15.49773255904654,16.253661505064994,12.342355158540423,8.863745735108393,9.24171020811762,7.540430980319454,7.94763110706006,4.607667553516141,4.902686562131588,2.9874855132945433,3.22854267462074,-2.2699999999999996,673828.7733274456,18.518978916304615,7.539547435855737,4.276286247484707,159.52111103348798,15.116608065707286,5.817862777835028,0.0,0.0,0.0,6.031114512338072,0.0,9.778515705019029,0.0,0.0,44.50488562622761,35.243910234940216,38.06325546994694,5.022633313741326,4.794537184071822,29.13730345508918,9.883888251797686,0.0,26.18620206846865,36.39572395850711,53.18113078782106,0.0,10.216698334856808,16.299786236590414,0.0,11.600939890232516,42.094028387786054,5.414990469396779,0.0,26.334663090768867,42.59504598238274,5.022633313741326,0.0,48.470000000000006,0.0,4.794537184071822,11.446104981734852,31.201658937391628,11.50524905251859,5.563451491696996,6.196843571613076,29.165378004696915,48.104622591799114,11.600939890232516,0.0,6.211496419924703,20.796265916293642,3.625967618397353,2.1671938421242247,0.7842535906356116,11.641845880164368,1.7376430530024853,9.229778123902056,0.0,0.4,26.0,1.0,5.0,0.0,1.0,1.0,2.0,1.0,1.0,2.0,0.0,0.0,3.0,1.0,6.0,2.0,2.0,0.0,1.0,1.0,0.0,5.37018153858042,3.0,4.386600000000003,107.19370000000004,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
ABT-102,0,Capsaicinoid,12.517153565129757,12.517153565129757,0.05793627173091376,-0.18384452160493803,0.6297247321820317,16.5,348.45000000000005,324.25800000000004,348.195011388,134.0,0.3192407732277419,-0.33104564117444735,0.33104564117444735,0.3192407732277419,1.2307692307692308,2.076923076923077,2.8846153846153846,16.161691126037034,9.85199095956522,2.2563007283976737,-2.2075514545879313,2.3434097529694062,-2.3117387986133098,5.9978770538825055,0.24826942432715188,3.211816455561582,1.492112263510212,967.5466848598447,18.311190308942127,15.388477601853927,15.388477601853927,12.414834803611857,9.045807725139525,9.045807725139525,7.990126731334894,7.990126731334894,5.125065428560072,5.125065428560072,3.6277658202004748,3.6277658202004748,-2.8199999999999994,1164768.4494258633,16.637851006226505,6.163020162380289,3.0498017801555553,152.74237605656523,10.633577208012662,0.0,0.0,0.0,0.0,6.031114512338072,5.098681808301038,4.794537184071822,5.098681808301038,0.0,45.03667987291831,47.079722327263,5.386224214464796,23.442771393060863,4.794537184071822,22.621425719102692,15.514152220608405,0.0,45.06968614346863,5.316788604006331,59.28540045747373,0.0,10.633577208012662,10.481923458755384,0.0,0.0,16.228478128940147,11.835812092322788,0.0,49.92422852623683,42.59504598238274,0.0,10.902924932081056,69.81,0.0,4.794537184071822,17.48794581088281,0.0,29.431954452616637,16.690354475090988,6.196843571613076,18.19910120538483,59.80125362907145,0.0,0.0,0.0,12.517153565129757,13.927571443777113,5.724418700594592,0.0,12.23999518607492,3.6643019150829397,6.676559189340679,0.0,0.3333333333333333,26.0,3.0,5.0,1.0,0.0,1.0,2.0,2.0,1.0,3.0,1.0,0.0,2.0,3.0,5.0,1.0,2.0,0.0,0.0,0.0,0.0,3.9438235080789665,4.0,4.669400000000003,104.45210000000004,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
N-oleoyldopamine,0,Capsaicinoid,11.87859131644482,11.87859131644482,0.09317381394377278,-0.11854268694628511,0.1397832964963382,11.233333333333333,417.63400000000007,374.2900000000002,417.32429423599996,170.0,0.2195048109718677,-0.5042598930873275,0.5042598930873275,0.2195048109718677,0.8333333333333334,1.4333333333333333,2.066666666666667,16.30294976410742,10.074913507108754,2.0310297253560723,-2.0630873644619316,2.2436598714892617,-2.2478005580389624,5.7528586927230405,-0.12068357789104735,2.731971520954995,1.872125059306936,597.9415464504474,21.86575026286255,19.003135326396674,19.003135326396674,14.630228955335802,12.0569684796719,12.0569684796719,8.257308406273262,8.257308406273262,5.441309498434315,5.441309498434315,3.5154603496031656,3.5154603496031656,-1.9699999999999998,3600522.638868528,26.06567606136283,17.85173801118585,14.082247377445826,183.34049416328875,15.529843393687743,0.0,11.49902366656781,5.907179729351506,0.0,0.0,4.794537184071822,0.0,0.0,0.0,76.50871746522809,56.22111536617628,12.965578028838586,0.0,15.007591973753234,5.907179729351506,5.316788604006331,0.0,103.2360615435808,6.544756405912575,35.91459291074959,11.49902366656781,5.316788604006331,0.0,11.49902366656781,0.0,22.664990924945492,11.21535880699783,0.0,102.37869141235178,30.351141419052592,0.0,0.0,69.56,0.0,15.007591973753234,17.406203395919317,19.386399651764595,18.405094737549014,82.76177198910936,6.06636706846161,0.0,24.392566017364715,0.0,0.0,0.0,11.87859131644482,21.689417329729615,0.8950216455590299,-0.14377455054082233,4.758194087204654,22.279100110024604,2.810116728244763,0.0,0.6538461538461539,30.0,3.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,3.0,3.0,4.0,0.0,18.0,0.0,0.0,0.0,0.0,15.510587337729596,1.0,6.794000000000009,125.93730000000006,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,11.0,0.0
anandamide,0,Capsaicinoid,11.294224861759648,11.294224861759648,0.00289069319159041,0.00289069319159041,0.2961744725235791,12.24,347.5430000000001,310.247,347.282429424,142.0,0.21958556059614268,-0.394544207958228,0.394544207958228,0.21958556059614268,0.8,1.32,1.84,16.251530253232602,10.162740210092055,1.9705855507730232,-2.0036498850740916,2.010298045432227,-2.2533820378258156,5.752514004859422,-0.12082794892521813,2.621432600334747,3.4420975011766104,408.25028220560284,18.426592674107127,15.959545413719404,15.959545413719404,12.308060412490448,9.7838851306661,9.7838851306661,6.054295133576745,6.054295133576745,3.6661092124211585,3.6661092124211585,2.225123252628681,2.225123252628681,-1.6099999999999999,285342.9385464372,23.389999999999997,20.434662795891022,20.34543482085738,154.1502413372691,10.423315998847038,0.0,0.0,5.907179729351506,0.0,0.0,4.794537184071822,0.0,0.0,0.0,68.37354130021369,44.94575136048208,12.965578028838586,6.606881964512918,9.901064578912528,5.907179729351506,5.316788604006331,0.0,71.13195342895074,13.151638370425493,48.60816085467105,0.0,5.316788604006331,0.0,0.0,0.0,24.165345494617704,4.794537184071822,0.0,71.13195342895074,48.60816085467105,0.0,0.0,49.33,0.0,4.794537184071822,12.514061693864424,12.965578028838586,32.10410811463005,25.683286491704038,0.0,0.0,60.848686658368,5.106527394840706,0.0,0.0,11.294224861759648,11.248155091751164,0.0,0.018460467851394657,0.0,28.01822363701814,2.5876026082863186,0.0,0.5909090909090909,25.0,2.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,0.0,16.0,0.0,0.0,0.0,0.0,19.11867051183564,0.0,5.240600000000005,108.49950000000007,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
nabilone,0,Capsaicinoid,12.125288543704293,12.125288543704293,0.0069571995464852154,-0.31081473783651803,0.5991110663803345,24.11111111111111,372.54900000000015,336.2610000000001,372.26644501199996,150.0,0.1330519718455005,-0.5075087828976608,0.5075087828976608,0.1330519718455005,1.2222222222222223,1.962962962962963,2.6666666666666665,16.504963729104052,9.655497564092641,2.4737435725687167,-2.4708082813496004,2.5411760003268586,-2.466436346975931,5.806507912642057,-0.12373765629999638,2.569886937584241,1.9235057965313795,701.8229910722969,19.819626477379405,17.72996550267857,17.72996550267857,12.653832317450075,10.73562690824208,10.73562690824208,9.801699221348217,9.801699221348217,6.861254241878679,6.861254241878679,5.0995421938823595,5.0995421938823595,-1.51,757271.1537848858,20.230095177968085,7.484819929388504,4.022890822343549,164.05799995332413,9.843390348640755,22.883319423916436,0.0,0.0,0.0,0.0,4.794537184071822,0.0,0.0,0.0,46.4544980907759,49.800293743250265,30.240906829871804,0.0,14.637927532712576,5.783244946364939,0.0,5.917906046161393,102.91920630840306,0.0,23.259637120317212,11.49902366656781,4.736862953800049,0.0,11.49902366656781,0.0,16.490823152189336,10.209527653468601,5.917906046161393,103.03006801141657,12.13273413692322,0.0,0.0,46.53,0.0,9.901064578912528,22.851853372703253,24.37440002550086,29.718058062529913,25.683286491704038,0.0,6.06636706846161,40.68505306691473,4.736862953800049,6.412401733267534,0.0,12.125288543704293,10.914252815336418,1.6725451216669207,1.754414285223216,4.057938397581255,8.073983297921373,10.989175805298988,0.0,0.7083333333333334,27.0,1.0,3.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,2.0,0.0,3.0,1.0,3.0,1.0,6.0,1.0,0.0,1.0,0.0,5.608097020795622,3.0,6.264000000000007,109.68780000000008,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0
capsaicinol,0,Capsaicinoid,11.777810715335518,11.777810715335518,0.01865751238767066,-0.4228671980620382,0.4825716811289006,12.565217391304348,321.41700000000003,294.201,321.194008344,128.0,0.21977161278428975,-0.5042545920952964,0.5042545920952964,0.21977161278428975,1.391304347826087,2.130434782608696,2.782608695652174,16.474057611389686,10.06687633527788,2.054032240225915,-2.0869704318867734,2.2557420012743274,-2.217773321171067,5.7536111562174685,-0.12085141730954692,2.5289328402068523,2.269824039869482,525.7529123881793,17.242276208189782,14.080802781001216,14.080802781001216,10.934759407976111,7.909945140760389,7.909945140760389,5.83792120785321,5.83792120785321,3.524747169799057,3.524747169799057,1.959374051385086,1.959374051385086,-2.01,96150.02658466452,19.037641734159127,9.895937744565558,7.193200889125987,137.53450247762274,20.26670634748779,0.0,11.49902366656781,5.907179729351506,0.0,0.0,4.794537184071822,0.0,0.0,0.0,32.06588168151062,36.455734920633624,12.965578028838586,13.213763929025836,19.744454927553285,5.907179729351506,5.316788604006331,5.917906046161393,45.758662061820154,7.109797541277533,35.91459291074959,11.49902366656781,10.05365155780638,0.0,11.49902366656781,0.0,29.333998448058757,11.339293589984397,5.917906046161393,38.673390759856275,30.351141419052592,0.0,0.0,78.79,6.103966387748303,15.007591973753234,17.574597608796804,18.71508986212249,18.405094737549014,7.109797541277533,24.27512131221871,19.92349450621513,5.316788604006331,4.736862953800049,5.029500165589181,0.0,11.777810715335518,21.96701645266438,0.8684736533374702,0.662263239431766,4.9910512600205195,5.2315851063952605,4.318372674687159,1.487260065872079,0.5,23.0,3.0,5.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,4.0,3.0,5.0,0.0,9.0,0.0,0.0,0.0,0.0,8.191100756720948,1.0,2.7604,90.34130000000005,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
2-arachidonoylglycerol,0,Capsaicinoid,11.441308195092981,11.441308195092981,0.3001232117879882,-0.7971797444257305,0.21160992286993247,12.444444444444445,378.55300000000017,340.2490000000001,378.27700969599994,154.0,0.30573536673182,-0.4574457261338348,0.4574457261338348,0.30573536673182,0.7777777777777778,1.2592592592592593,1.7407407407407407,16.557022453592975,10.163263334382801,2.106889291321102,-2.114372410850514,2.0288174560859775,-2.2489074540017646,5.690424296812009,-0.15299529003718762,2.680331952089824,3.545725632033313,445.29470108251815,20.003942943296753,16.89235756887285,16.89235756887285,13.239912065068586,10.252882492644838,10.252882492644838,6.457751743044283,6.457751743044283,3.9145817131930487,3.9145817131930487,2.3022829607965214,2.3022829607965214,-1.65,714715.8756886558,25.350000000000005,20.659357359880804,18.92771086446553,164.87310024976057,14.94991774348146,6.103966387748303,0.0,0.0,0.0,5.9693052879518484,4.794537184071822,0.0,0.0,0.0,68.37354130021369,44.94575136048208,6.4208216229260096,13.213763929025836,19.74445492755328,5.9693052879518484,0.0,0.0,77.23591981669904,13.213763929025836,48.60816085467105,0.0,0.0,0.0,0.0,0.0,35.5000903944074,9.53140013787187,0.0,71.13195342895074,48.60816085467105,0.0,0.0,66.76,6.103966387748303,4.794537184071822,19.183069216977685,12.841643245852019,25.683286491704038,25.683286491704038,0.0,0.0,55.53189805436167,14.94991774348146,4.892911444572004,0.0,11.441308195092981,17.666608188835916,0.0,-0.37593768029675334,0.0,26.3442847066428,1.5308251451530501,0.0,0.6086956521739131,27.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,4.0,0.0,17.0,0.0,0.0,0.0,0.0,19.396841076776983,0.0,5.028500000000006,112.45560000000006,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
6-gingerol,1,Vanilloid_Gingerol,11.840251165280929,11.840251165280929,0.07503732048374956,-0.5153667485512727,0.6501296660848443,12.142857142857142,294.391,268.18299999999994,294.183109312,118.0,0.16024904866026876,-0.5042546045039152,0.5042546045039152,0.16024904866026876,1.3333333333333333,2.0952380952380953,2.761904761904762,16.474047179338246,10.008620069664074,2.110889307800831,-2.096700330664604,2.2636303155798227,-2.1345459097448427,5.786585737642286,-0.12051886034394653,2.4630265723721956,2.3530309260209337,442.41629034609747,15.664925939000156,12.970072316991981,12.970072316991981,10.062080607913938,7.620599674031547,7.620599674031547,5.398605886023337,5.398605886023337,3.5408441551015337,3.5408441551015337,2.2581901553714734,2.2581901553714734,-1.55,39494.63108798816,17.50141388174807,9.397871579660505,6.625878646719818,126.30930121180234,14.94991774348146,5.783244946364939,11.49902366656781,0.0,0.0,0.0,4.794537184071822,0.0,0.0,0.0,32.25256913693026,30.537828874472233,12.841643245852019,13.213763929025836,19.744454927553285,5.783244946364939,0.0,0.0,57.973454947921,7.109797541277533,23.762552697081826,11.49902366656781,4.736862953800049,0.0,11.49902366656781,0.0,29.21006366507219,11.21535880699783,0.0,51.01211842894368,18.19910120538483,0.0,0.0,66.76,6.103966387748303,15.007591973753234,17.953578402574852,25.011976702061933,24.825916360475023,7.109797541277533,18.19910120538483,0.0,6.923737199690624,4.736862953800049,5.036974225032243,0.0,11.840251165280929,19.297158337080567,0.9430303527007172,0.5875115992140991,5.084661275973506,4.599195394153387,2.114545329217532,1.4966723213470217,0.5882352941176471,21.0,2.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,4.0,2.0,4.0,0.0,10.0,0.0,0.0,0.0,0.0,7.832192386816954,1.0,3.233800000000002,82.75260000000004,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0
8-gingerol,1,Vanilloid_Gingerol,11.942746318836686,11.942746318836686,0.08157410031914036,-0.5152958868732682,0.5705247456103225,12.130434782608695,322.445,292.205,322.21440943999994,130.0,0.16024904866026876,-0.5042546045039152,0.5042546045039152,0.16024904866026876,1.2173913043478262,1.9565217391304348,2.652173913043478,16.474049680668696,10.003661477434214,2.11267746443418,-2.10016728886558,2.2639137347684706,-2.1350338851292268,5.786594528821797,-0.12052028420303938,2.5350015430753947,2.2534862429613973,470.43745886662765,17.079139501373252,14.384285879365077,14.384285879365077,11.062080607913936,8.620599674031547,8.620599674031547,6.105712667209885,6.105712667209885,4.040844155101534,4.040844155101534,2.611743545964747,2.611743545964747,-1.55,106513.15983539887,19.49662004662005,11.05811675201275,8.026301232845515,139.03918544059556,14.94991774348146,5.783244946364939,11.49902366656781,0.0,0.0,0.0,4.794537184071822,0.0,0.0,0.0,45.09421238278228,30.537828874472233,12.841643245852019,13.213763929025836,19.744454927553285,5.783244946364939,0.0,0.0,70.81509819377303,7.109797541277533,23.762552697081826,11.49902366656781,4.736862953800049,0.0,11.49902366656781,0.0,29.21006366507219,11.21535880699783,0.0,63.853761674795706,18.19910120538483,0.0,0.0,66.76,6.103966387748303,15.007591973753234,17.953578402574852,25.011976702061933,18.405094737549014,26.372262410055562,18.19910120538483,0.0,6.923737199690624,4.736862953800049,5.054273509329295,0.0,11.942746318836686,19.46069881243465,0.9463476049253121,0.5983654954012902,5.103032480471083,7.215911574968194,2.1777765350642406,1.5008476685692438,0.631578947368421,23.0,2.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,4.0,2.0,4.0,0.0,12.0,0.0,0.0,0.0,0.0,9.373734815006816,1.0,4.014000000000005,91.98660000000005,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0
10-gingerol,1,Vanilloid_Gingerol,12.014658793502658,12.014658793502658,0.08563669597264512,-0.5162076667086593,0.4732511003753004,12.12,350.499,316.22700000000003,350.24570956799994,142.0,0.16024904866026876,-0.5042546045039152,0.5042546045039152,0.16024904866026876,1.12,1.8,2.48,16.474052183604563,10.001139031011444,2.1133672796875276,-2.1014812676885266,2.264154143022217,-2.135094067363703,5.786602002395947,-0.12052079223340685,2.5985539417887247,2.1647301125630896,498.6694584164198,18.493353063746348,15.798499441738173,15.798499441738173,12.06208060791394,9.620599674031547,9.620599674031547,6.812819448396433,6.812819448396433,4.540844155101534,4.540844155101534,2.9652969365580204,2.9652969365580204,-1.55,285882.5104598283,21.49264392324094,12.76163728799948,9.492086133641356,151.76906966938878,14.94991774348146,5.783244946364939,11.49902366656781,0.0,0.0,0.0,4.794537184071822,0.0,0.0,0.0,57.93585562863431,30.537828874472233,12.841643245852019,13.213763929025836,19.744454927553285,5.783244946364939,0.0,0.0,83.65674143962505,7.109797541277533,23.762552697081826,11.49902366656781,4.736862953800049,0.0,11.49902366656781,0.0,29.21006366507219,11.21535880699783,0.0,76.69540492064773,18.19910120538483,0.0,0.0,66.76,6.103966387748303,15.007591973753234,17.953578402574852,25.011976702061933,18.405094737549014,39.21390565590758,18.19910120538483,0.0,6.923737199690624,4.736862953800049,5.067776679183838,0.0,12.014658793502658,19.571628828285583,0.9486750434615419,0.6056489720905791,5.116754312954077,9.956919131002685,2.2138172572670203,1.5041209822520154,0.6666666666666666,25.0,2.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,4.0,2.0,4.0,0.0,14.0,0.0,0.0,0.0,0.0,10.971253044341081,1.0,4.794200000000007,101.22060000000008,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,6.0,0.0
